Step,Type,Amount,oldBal,newBal,oldBalDest,newBalDest,isFlaggedFraud,Payment Method,Status,DeviceType,Browser,Geolocation,Hour,Day,Month,IsBusinessHours,NormalizedAmount,AmountPercentage,OriginBalanceChange,DestBalanceChange,IsCommonDevice,IsCommonBrowser
7,3,7836.8,11195.51,19032.31,251.99,8088.79,0,2,0,1,1,0,19,25,1,0,0.6999323896464166,69.99323896464166,7836.800000000001,7836.8,1,1
13,5,3081.42,11337.18,8255.76,10982.74,14064.16,0,2,0,2,3,0,21,1,5,0,0.2717737767437101,27.177377674371016,-3081.42,3081.42,1,1
21,1,3270.4,17589.79,14319.39,16738.94,13468.54,0,0,1,1,2,3,14,9,5,1,0.1859154705388444,18.591547053884447,-3270.400000000001,-3270.399999999998,1,1
21,3,2029.27,11108.64,13137.91,7433.9,9463.17,0,2,0,1,1,4,6,17,5,0,0.1826584839832793,18.26584839832794,2029.2700000000004,2029.2700000000004,1,1
22,4,2088.19,17641.36,15553.17,9783.72,11871.91,0,1,2,0,0,0,14,6,5,1,0.1183622825971128,11.836228259711286,-2088.1900000000005,2088.1900000000005,1,0
10,4,3202.3,6157.13,2954.83,2154.84,5357.14,0,0,0,2,2,2,15,1,1,1,0.5200117568157866,52.00117568157866,-3202.3,3202.3,1,1
1,1,4362.77,5707.75,1344.9799999999996,12849.96,8487.189999999999,0,1,2,2,0,3,0,4,7,0,0.7642250930589009,76.42250930589009,-4362.77,-4362.77,1,0
27,5,8365.07,15038.79,6673.720000000001,16493.21,24858.28,0,2,0,0,1,1,0,5,4,0,0.556195930927227,55.619593092722695,-8365.07,8365.07,1,1
11,2,7496.83,19156.52,11659.69,6050.18,13547.01,0,1,1,1,0,4,12,21,4,1,0.39132570395333,39.132570395333005,-7496.83,7496.83,1,0
2,1,6602.95,10541.37,3938.420000000001,18999.87,12396.919999999998,0,2,0,1,3,3,22,8,6,0,0.6263250104103726,62.63250104103726,-6602.95,-6602.950000000001,1,1
20,1,5118.8,3099.7,-2019.1000000000004,6833.48,1714.6799999999994,0,1,1,2,1,4,23,1,4,0,1.650853033186055,165.0853033186055,-5118.8,-5118.8,1,1
8,2,7424.26,18954.2,11529.94,13484.18,20908.44,0,3,2,0,3,0,21,18,4,0,0.3916740525027433,39.16740525027433,-7424.26,7424.259999999998,1,1
7,3,3238.48,15880.37,19118.85,7468.95,10707.43,0,1,0,1,1,2,2,11,5,0,0.2039169164876833,20.391691648768337,3238.4799999999977,3238.4800000000005,1,1
8,5,932.15,18223.84,17291.69,13313.84,14245.99,0,3,0,2,0,1,20,14,2,0,0.0511472254351752,5.114722543517529,-932.1500000000016,932.1499999999996,1,0
15,1,4041.33,12210.6,8169.27,4673.52,632.1900000000005,0,1,2,0,0,3,3,31,1,0,0.3309418913164532,33.094189131645315,-4041.33,-4041.33,1,0
4,5,9094.78,2151.82,-6942.960000000001,5209.06,14303.84,0,0,0,1,3,3,4,26,1,0,4.224589143541959,422.4589143541959,-9094.78,9094.78,1,1
26,2,3564.7,11638.47,8073.769999999999,16652.7,20217.4,0,1,1,1,3,3,9,21,5,1,0.3062596492795634,30.62596492795634,-3564.7000000000007,3564.7000000000007,1,1
27,3,4758.55,6606.09,11364.64,15500.37,20258.92,0,2,1,2,2,0,10,19,2,1,0.7202187347228508,72.02187347228508,4758.549999999999,4758.549999999997,1,1
6,5,2151.31,7425.19,5273.879999999999,11067.11,13218.42,0,3,1,2,1,1,5,3,7,0,0.2896922917404483,28.96922917404484,-2151.3100000000004,2151.3099999999995,1,1
7,2,3265.75,17337.85,14072.1,1320.04,4585.79,0,1,1,0,2,0,9,13,2,1,0.1883487082476635,18.83487082476635,-3265.749999999998,3265.75,1,1
16,1,5358.04,10021.81,4663.77,6090.85,732.8100000000004,0,1,2,2,1,0,10,28,1,1,0.5345846124988901,53.45846124988901,-5358.039999999999,-5358.04,1,1
20,5,7320.94,11863.4,4542.46,16064.08,23385.02,0,0,1,1,0,4,23,11,2,0,0.6170510097434341,61.70510097434341,-7320.94,7320.94,1,0
7,4,7763.17,3149.96,-4613.21,9876.14,17639.309999999998,0,0,0,1,3,2,12,7,7,1,2.463747556300302,246.3747556300302,-7763.17,7763.169999999998,1,1
21,1,3656.52,6637.43,2980.9100000000003,11820.57,8164.049999999999,0,1,1,0,3,2,18,10,6,0,0.5508109598203189,55.08109598203189,-3656.52,-3656.52,1,1
15,4,3921.94,12422.01,8500.07,1977.5,5899.4400000000005,0,0,0,2,2,3,17,20,3,1,0.3156996573294234,31.56996573294234,-3921.940000000001,3921.940000000001,1,1
5,5,7169.66,8587.59,1417.9300000000003,19765.73,26935.39,0,2,1,0,2,3,15,6,7,1,0.8347889467304878,83.47889467304877,-7169.66,7169.66,1,1
9,4,763.66,12762.28,11998.62,10213.44,10977.1,0,1,1,1,2,0,1,31,1,0,0.0598325822202443,5.983258222024432,-763.6599999999999,763.6599999999999,1,1
18,3,3164.12,11651.2,14815.32,9378.44,12542.56,0,2,0,2,1,0,8,2,4,0,0.2715470039992447,27.15470039992448,3164.119999999999,3164.119999999999,1,1
30,5,9148.94,19588.59,10439.65,5939.39,15088.330000000002,0,0,2,1,3,1,7,25,4,0,0.4670307035522438,46.70307035522438,-9148.94,9148.940000000002,1,1
19,3,3634.72,2302.03,5936.75,13056.07,16690.79,0,0,1,2,1,0,20,23,1,0,1.5782338918728802,157.82338918728803,3634.72,3634.720000000001,1,1
13,5,1874.46,7401.11,5526.65,14673.32,16547.78,0,2,2,0,3,3,13,13,2,1,0.2532331997227817,25.32331997227817,-1874.46,1874.4599999999991,1,1
6,5,734.65,16990.38,16255.73,5520.48,6255.129999999999,0,2,0,1,2,2,12,18,5,1,0.0432366293967882,4.323662939678825,-734.6500000000015,734.6499999999996,1,1
7,3,3276.97,6105.92,9382.89,14936.82,18213.79,0,2,0,2,0,3,9,8,5,1,0.5365994642143667,53.659946421436665,3276.97,3276.970000000001,1,0
15,1,4440.81,5350.44,909.6299999999992,873.96,-3566.8500000000004,0,2,0,0,1,0,18,22,3,0,0.8298345865785659,82.98345865785659,-4440.81,-4440.81,1,1
3,5,8090.61,8358.57,267.96000000000004,2209.69,10300.3,0,3,2,1,1,2,4,1,4,0,0.9678260963183511,96.78260963183511,-8090.61,8090.609999999999,1,1
10,3,9383.04,8429.53,17812.57,13528.39,22911.43,0,3,2,1,2,4,1,22,5,0,1.1129834067371802,111.29834067371802,9383.04,9383.04,1,1
6,4,5267.45,2230.31,-3037.14,970.0,6237.45,0,2,0,2,1,0,18,1,4,0,2.3606984237958866,236.06984237958864,-5267.45,5267.45,1,1
16,5,6837.02,10638.06,3801.039999999999,7377.05,14214.07,0,1,1,2,2,4,21,5,6,0,0.6426338417115799,64.263384171158,-6837.02,6837.02,1,1
6,2,5036.01,10123.91,5087.9,8767.22,13803.23,0,0,1,1,2,4,11,12,4,1,0.4973881249314809,49.73881249314809,-5036.01,5036.01,1,1
21,4,5458.65,1592.32,-3866.33,14645.53,20104.18,0,0,0,0,3,3,8,9,4,0,3.425959631461351,342.5959631461351,-5458.65,5458.65,1,1
13,2,9947.61,12747.97,2800.3599999999988,10035.73,19983.34,0,1,0,0,0,4,15,8,4,1,0.7802677392761926,78.02677392761926,-9947.61,9947.61,1,0
1,1,7711.06,2719.87,-4991.1900000000005,3013.11,-4697.950000000001,0,0,0,0,2,0,12,29,1,1,2.834042052725783,283.4042052725783,-7711.06,-7711.060000000001,1,1
6,2,1162.13,8080.01,6917.88,543.82,1705.9500000000005,0,1,1,0,1,2,20,3,3,0,0.1438099940477737,14.380999404777375,-1162.13,1162.1300000000006,1,1
25,2,2969.84,912.92,-2056.92,18461.98,21431.82,0,0,0,0,2,2,18,16,2,0,3.2495623249299723,324.95623249299723,-2969.84,2969.84,1,1
2,2,3082.51,10401.44,7318.93,737.23,3819.74,0,0,1,0,2,0,8,6,5,0,0.2963256697467132,29.632566974671327,-3082.51,3082.51,1,1
30,3,715.66,12422.67,13138.33,15511.02,16226.68,0,2,1,1,0,3,17,8,5,1,0.0576045564635892,5.760455646358926,715.6599999999999,715.6599999999999,1,0
25,4,1269.52,3849.13,2579.61,13913.3,15182.82,0,0,2,0,3,3,18,5,2,0,0.3297343206593024,32.97343206593024,-1269.52,1269.5200000000004,1,1
8,3,8106.53,19714.58,27821.11,2760.08,10866.61,0,3,1,2,1,2,19,9,7,0,0.4111738026474493,41.11738026474494,8106.529999999999,8106.530000000001,1,1
18,4,3248.11,7855.54,4607.43,2556.75,5804.860000000001,0,0,2,1,3,0,4,6,7,0,0.4134275393493828,41.34275393493828,-3248.11,3248.1100000000006,1,1
11,1,8655.67,8279.96,-375.71000000000095,4956.31,-3699.36,0,0,2,2,0,3,6,13,3,0,1.0452495845892265,104.52495845892264,-8655.67,-8655.67,1,0
25,1,5099.49,3777.46,-1322.0299999999995,18336.38,13236.89,0,1,1,0,3,0,5,1,7,0,1.3496212742757632,134.96212742757632,-5099.49,-5099.490000000002,1,1
27,3,7796.36,4780.72,12577.08,15071.92,22868.28,0,1,0,1,0,2,14,8,6,1,1.6304509674343122,163.04509674343123,7796.36,7796.359999999999,1,0
25,3,1360.15,124.41,1484.5600000000002,19888.13,21248.28,0,3,1,1,3,3,18,15,1,0,10.845626345586478,1084.5626345586477,1360.15,1360.1499999999978,1,1
11,3,7704.41,14432.57,22136.98,17048.37,24752.78,0,3,0,1,1,1,7,27,5,0,0.5337840880669162,53.37840880669162,7704.41,7704.41,1,1
16,4,1587.12,10489.01,8901.89,9778.36,11365.48,0,2,1,2,1,1,18,14,5,0,0.1512982351780408,15.12982351780408,-1587.1200000000008,1587.119999999999,1,1
2,5,6156.79,8538.65,2381.86,17472.1,23628.89,0,2,2,2,1,0,15,21,6,1,0.7209651449415374,72.09651449415374,-6156.789999999999,6156.790000000001,1,1
26,4,3894.41,14648.08,10753.67,6311.86,10206.27,0,0,2,1,3,0,9,17,1,1,0.2658467289413396,26.584672894133966,-3894.41,3894.4100000000008,1,1
7,1,2380.71,12262.99,9882.28,10391.98,8011.269999999999,0,0,2,0,3,3,1,11,3,0,0.1941219782468837,19.412197824688377,-2380.709999999999,-2380.710000000001,1,1
16,5,7657.64,19232.86,11575.22,2427.03,10084.67,0,3,0,1,0,4,9,26,4,1,0.3981332920173069,39.813329201730696,-7657.640000000001,7657.639999999999,1,0
17,2,2566.92,6451.98,3885.06,5533.22,8100.14,0,1,1,0,0,4,5,21,6,0,0.3977883086573955,39.77883086573956,-2566.92,2566.92,1,0
18,2,6580.67,17638.34,11057.67,17553.56,24134.230000000003,0,3,2,0,3,4,7,3,4,0,0.3730678131948247,37.30678131948248,-6580.67,6580.670000000002,1,1
28,3,8906.35,11440.19,20346.54,7406.3,16312.65,0,0,1,1,1,1,14,3,6,1,0.7784461231742502,77.84461231742502,8906.35,8906.349999999999,1,1
9,2,5707.1,3857.71,-1849.3900000000003,1631.61,7338.71,0,0,0,2,0,0,13,13,4,1,1.4790175991458283,147.90175991458284,-5707.1,5707.1,1,0
19,1,7542.25,8860.52,1318.2700000000004,6511.09,-1031.16,0,2,1,0,3,4,11,29,3,1,0.8511237349800034,85.11237349800034,-7542.25,-7542.25,1,1
2,5,7134.49,10028.69,2894.2000000000007,6213.73,13348.22,0,1,1,0,0,3,4,1,4,0,0.7113370403272683,71.13370403272683,-7134.49,7134.49,1,0
3,3,1516.5,17640.53,19157.03,5.38,1521.88,0,0,1,2,0,3,22,7,5,0,0.0859619318732559,8.596193187325591,1516.5,1516.5,1,0
9,1,8656.39,4242.59,-4413.799999999999,17856.8,9200.41,0,1,1,2,1,0,15,15,7,1,2.0398742574094104,203.98742574094103,-8656.39,-8656.39,1,1
4,4,3507.47,12097.15,8589.68,4242.96,7750.43,0,0,1,1,2,3,14,17,7,1,0.2899178800064472,28.991788000644725,-3507.47,3507.4700000000003,1,1
27,3,7132.08,5242.78,12374.86,17548.24,24680.32,0,2,1,0,0,1,23,25,3,0,1.3601028265869275,136.01028265869277,7132.080000000001,7132.079999999998,1,0
1,3,371.13,5161.5,5532.63,9230.86,9601.99,0,0,1,1,3,1,14,10,1,1,0.0718895883777239,7.188958837772397,371.1300000000001,371.1299999999992,1,1
24,1,2307.03,10427.18,8120.15,7466.85,5159.82,0,3,0,1,2,3,3,24,1,0,0.2212303585093468,22.12303585093468,-2307.0300000000007,-2307.0300000000007,1,1
1,1,6057.01,4710.79,-1346.2200000000005,9997.29,3940.2800000000007,0,3,0,1,3,1,5,22,2,0,1.2855008393837586,128.55008393837585,-6057.01,-6057.01,1,1
22,1,4405.09,6167.04,1761.9499999999998,18485.75,14080.66,0,2,0,2,3,2,8,7,5,0,0.7141798691318474,71.41798691318473,-4405.09,-4405.09,1,1
10,5,5621.2,7377.28,1756.08,18002.79,23623.99,0,0,1,0,2,4,8,31,3,0,0.7618577771513144,76.18577771513144,-5621.2,5621.200000000001,1,1
15,1,2841.41,4036.0,1194.59,9309.24,6467.83,0,2,1,2,0,3,13,18,3,1,0.703841961852861,70.3841961852861,-2841.41,-2841.41,1,0
11,4,307.73,7856.11,7548.379999999999,3600.15,3907.88,0,3,1,2,3,0,11,5,2,1,0.0391658001478915,3.916580014789153,-307.7300000000005,307.73,1,1
3,2,9849.89,17735.84,7885.950000000001,9055.91,18905.8,0,1,1,2,2,3,1,8,7,0,0.5553351104255324,55.53351104255324,-9849.89,9849.89,1,1
28,3,1571.07,10447.82,12018.89,19892.63,21463.7,0,0,0,1,0,0,12,30,6,1,0.1503586050865073,15.035860508650735,1571.0699999999997,1571.0699999999997,1,0
23,1,1333.36,11114.77,9781.41,9770.36,8437.0,0,2,0,1,1,1,1,7,1,0,0.119952104082758,11.995210408275808,-1333.3600000000006,-1333.3600000000006,1,1
10,5,899.24,3795.63,2896.3900000000003,5802.03,6701.27,0,3,0,1,3,3,0,18,2,0,0.2368521557275794,23.685215572757944,-899.2399999999998,899.2400000000007,1,1
1,5,9901.42,18787.41,8885.99,4270.6,14172.02,0,2,0,1,1,0,12,4,6,1,0.5269961641245853,52.699616412458525,-9901.42,9901.42,1,1
6,2,8675.58,2533.69,-6141.889999999999,12813.02,21488.6,0,0,1,2,2,1,17,2,2,1,3.4227380863143027,342.27380863143026,-8675.58,8675.579999999998,1,1
11,4,2467.45,11732.34,9264.89,17386.21,19853.66,0,1,2,1,3,2,12,25,1,1,0.2102939146057303,21.02939146057303,-2467.4500000000007,2467.4500000000007,1,1
4,2,8801.82,3702.04,-5099.78,3780.94,12582.76,0,2,2,0,1,0,4,6,4,0,2.3769173435879707,237.69173435879708,-8801.82,8801.82,1,1
9,1,8618.76,2552.73,-6066.030000000001,11586.2,2967.4400000000005,0,3,0,0,0,2,8,10,2,0,3.374969162754089,337.4969162754089,-8618.76,-8618.76,1,0
24,1,9911.71,16299.78,6388.0700000000015,2226.51,-7685.199999999999,0,3,1,2,2,4,0,6,3,0,0.608051271166165,60.8051271166165,-9911.71,-9911.71,1,1
25,4,3409.86,10703.4,7293.539999999999,6803.75,10213.61,0,2,1,0,3,2,10,25,6,1,0.3185475131721535,31.854751317215356,-3409.8600000000006,3409.8600000000006,1,1
16,2,2672.43,17861.07,15188.64,16941.75,19614.18,0,0,2,2,0,4,12,11,6,1,0.1496147982848572,14.961479828485723,-2672.4300000000003,2672.4300000000003,1,0
5,5,4431.69,11580.75,7149.06,19866.48,24298.17,0,0,0,2,0,0,4,20,4,0,0.38264424633583,38.264424633583005,-4431.69,4431.689999999999,1,0
28,1,2806.13,7116.26,4310.13,2834.29,28.15999999999985,0,1,2,2,1,0,4,17,5,0,0.3942711099496154,39.427110994961545,-2806.13,-2806.13,1,1
27,2,1682.47,6135.86,4453.389999999999,4577.35,6259.820000000001,0,2,1,2,0,1,13,10,6,1,0.2741581199505936,27.415811995059364,-1682.4700000000005,1682.4700000000005,1,0
25,5,7575.5,12121.86,4546.360000000001,13284.49,20859.99,0,0,1,0,1,0,1,9,1,0,0.6248937956884761,62.48937956884761,-7575.5,7575.500000000002,1,1
21,5,7427.15,5585.28,-1841.87,14901.3,22328.45,0,3,0,0,0,1,7,18,2,0,1.3295341443679871,132.95341443679874,-7427.15,7427.1500000000015,1,0
20,3,8994.46,15087.57,24082.03,11914.58,20909.04,0,0,2,2,2,1,10,27,1,1,0.5961108309137313,59.61108309137313,8994.46,8994.460000000001,1,1
21,3,1605.67,13279.22,14884.89,709.28,2314.95,0,1,2,1,0,4,6,4,7,0,0.1209068825667044,12.090688256670449,1605.67,1605.6699999999998,1,0
12,4,3897.39,614.22,-3283.17,4804.87,8702.26,0,0,2,1,2,4,23,18,4,0,6.33495335002113,633.4953350021129,-3897.39,3897.39,1,1
5,2,6790.79,17378.64,10587.85,2379.34,9170.13,0,0,1,2,0,1,12,2,5,1,0.3907324892805605,39.073248928056046,-6790.789999999999,6790.789999999999,1,0
21,5,4839.2,3868.25,-970.9499999999998,19361.68,24200.88,0,2,0,1,2,3,3,15,3,0,1.2506816566518058,125.06816566518056,-4839.2,4839.200000000001,1,1
26,2,6709.8,19098.28,12388.48,19371.98,26081.78,0,1,1,1,0,4,14,15,7,1,0.3513116724818946,35.13116724818946,-6709.799999999999,6709.799999999999,1,0
27,2,1293.9,11525.81,10231.91,309.4,1603.3000000000002,0,3,0,2,3,3,4,12,3,0,0.1122513514146585,11.225135141465852,-1293.8999999999996,1293.9,1,1
16,1,1667.15,16089.63,14422.48,19522.07,17854.92,0,1,2,2,3,0,14,21,6,1,0.1036099891676087,10.360998916760874,-1667.1499999999996,-1667.1500000000017,1,1
12,4,1644.52,4807.04,3162.52,7506.17,9150.69,0,2,1,0,0,1,9,25,5,1,0.3420354239981364,34.20354239981365,-1644.52,1644.5200000000004,1,0
18,5,1299.94,5176.34,3876.4,18340.78,19640.72,0,0,0,2,1,3,7,2,6,0,0.2510826022629381,25.10826022629381,-1299.94,1299.9400000000023,1,1
28,4,3177.98,16028.03,12850.05,14742.86,17920.84,0,2,1,2,3,2,19,1,7,0,0.1982640247101665,19.82640247101665,-3177.9800000000014,3177.98,1,1
18,4,1145.99,625.82,-520.17,10068.01,11214.0,0,0,1,0,0,4,4,1,3,0,1.828260106569669,182.8260106569669,-1145.99,1145.9899999999998,1,0
27,2,7441.17,11700.81,4259.639999999999,18907.68,26348.85,0,0,1,2,0,4,22,13,6,0,0.6358990617690767,63.58990617690768,-7441.17,7441.169999999998,1,0
7,1,7257.84,16044.12,8786.28,18981.19,11723.35,0,2,2,1,2,0,4,4,7,0,0.4523394028838675,45.23394028838675,-7257.84,-7257.839999999998,1,1
30,5,1244.92,3367.45,2122.53,10722.65,11967.57,0,1,0,0,0,4,12,5,5,1,0.3695824489008298,36.95824489008298,-1244.9199999999996,1244.92,1,0
6,4,1401.52,19678.94,18277.42,14610.67,16012.19,0,3,1,0,1,4,7,7,5,0,0.0712156642753992,7.121566427539921,-1401.5200000000004,1401.5200000000004,1,1
28,5,4814.17,6633.03,1818.86,1042.28,5856.45,0,0,2,2,2,1,20,16,5,0,0.7256780569276895,72.56780569276896,-4814.17,4814.17,1,1
29,2,9181.7,6337.74,-2843.960000000001,10552.87,19734.57,0,0,1,2,1,0,6,16,7,0,1.4485055389556918,144.8505538955692,-9181.7,9181.7,1,1
6,4,5454.95,14148.32,8693.369999999999,10977.12,16432.07,0,3,1,2,2,1,7,11,5,0,0.3855273610321909,38.55273610321909,-5454.950000000001,5454.949999999999,1,1
24,3,9870.25,3348.21,13218.46,10717.12,20587.370000000003,0,2,1,1,3,1,10,20,2,1,2.947038256782943,294.7038256782943,9870.25,9870.250000000002,1,1
1,4,5595.37,13521.15,7925.78,11272.74,16868.11,0,2,1,1,1,1,3,4,6,0,0.4137929249416698,41.37929249416698,-5595.37,5595.370000000001,1,1
1,3,3359.79,19893.31,23253.1,12249.54,15609.330000000002,0,2,2,0,2,0,21,29,2,0,0.1688819567001821,16.88819567001821,3359.789999999997,3359.790000000001,1,1
26,4,9948.99,16460.41,6511.42,2237.87,12186.86,0,1,2,1,2,4,22,8,7,0,0.6043826136400223,60.43826136400223,-9948.99,9948.990000000002,1,1
1,1,3748.76,19003.54,15254.78,17986.89,14238.13,0,3,1,0,2,2,17,26,3,1,0.1972560240868761,19.72560240868761,-3748.76,-3748.76,1,1
29,4,4170.28,1566.64,-2603.6399999999994,11136.48,15306.759999999998,0,3,2,0,0,3,7,5,1,0,2.660228113597509,266.0228113597509,-4170.28,4170.279999999999,1,0
13,3,5143.21,11243.76,16386.97,7115.9,12259.11,0,3,1,1,3,2,4,4,7,0,0.4573872630451873,45.73872630451873,5143.210000000001,5143.210000000001,1,1
10,5,4984.56,9084.11,4099.55,2974.27,7958.83,0,0,1,1,3,1,3,14,2,0,0.5486515848459732,54.86515848459732,-4984.56,4984.56,1,1
20,3,8626.83,10161.49,18788.32,12768.1,21394.93,0,1,1,1,2,3,21,5,5,0,0.8488893962011279,84.8889396201128,8626.83,8626.83,1,1
21,1,7849.48,2200.44,-5649.039999999999,12780.1,4930.620000000001,0,3,0,0,2,0,2,5,5,0,3.565611599680209,356.5611599680209,-7849.48,-7849.48,1,1
23,2,6569.9,5473.8,-1096.0999999999997,18096.53,24666.43,0,0,2,1,2,2,21,3,1,0,1.200025571710382,120.0025571710382,-6569.9,6569.9000000000015,1,1
19,5,5738.21,12286.76,6548.55,8297.18,14035.39,0,0,0,2,1,2,5,13,3,0,0.4669858460777228,46.69858460777229,-5738.21,5738.209999999999,1,1
4,3,4516.66,14982.61,19499.27,19406.41,23923.07,0,3,1,1,0,3,1,16,2,0,0.3014400401505378,30.14400401505378,4516.66,4516.66,1,0
2,1,2763.44,2545.47,-217.97000000000023,7392.92,4629.48,0,3,2,2,2,2,12,5,4,1,1.0852042238863997,108.52042238863996,-2763.44,-2763.4400000000005,1,1
29,4,8009.03,5961.31,-2047.72,7348.9,15357.93,0,3,2,1,1,2,6,14,3,0,1.3432763475901115,134.32763475901118,-8009.03,8009.030000000001,1,1
2,5,8841.87,6835.06,-2006.8100000000004,9738.88,18580.75,0,1,2,0,1,3,13,6,5,1,1.2934160905550858,129.34160905550857,-8841.87,8841.87,1,1
20,4,1419.89,10275.71,8855.82,8207.86,9627.75,0,2,1,0,2,1,16,5,7,1,0.1381658137672465,13.816581376724654,-1419.8899999999994,1419.8899999999994,1,1
5,3,6309.74,2289.75,8599.49,10014.89,16324.63,0,3,1,0,3,1,10,4,6,1,2.7544428680563136,275.4442868056313,6309.74,6309.74,1,1
14,4,1501.47,5646.64,4145.17,8065.67,9567.14,0,0,0,1,2,0,12,14,3,1,0.2658579512858468,26.58579512858468,-1501.4700000000005,1501.4699999999991,1,1
16,4,8421.47,18220.06,9798.590000000002,7316.1,15737.57,0,2,1,2,0,2,13,11,4,1,0.4621833197410029,46.21833197410029,-8421.47,8421.47,1,0
1,1,3332.04,3641.46,309.4200000000001,15294.66,11962.62,0,2,0,0,2,4,0,25,3,0,0.9147773757295892,91.47773757295892,-3332.04,-3332.039999999999,1,1
1,2,1392.43,11487.83,10095.4,18771.26,20163.69,0,0,2,0,2,3,1,25,4,0,0.1211985902829095,12.119859028290955,-1392.4300000000003,1392.4300000000003,1,1
13,1,2842.11,14214.86,11372.75,11696.96,8854.849999999999,0,3,2,0,2,2,21,27,5,0,0.1999252947060536,19.99252947060537,-2842.1100000000006,-2842.1100000000006,1,1
27,5,5957.12,12336.67,6379.55,9547.41,15504.53,0,3,0,2,3,0,0,12,4,0,0.4828399527625556,48.28399527625557,-5957.12,5957.120000000001,1,1
4,1,3845.5,3364.84,-480.6599999999999,18372.84,14527.34,0,2,2,2,1,4,4,13,2,0,1.1425082594538063,114.25082594538064,-3845.5,-3845.5,1,1
22,1,6715.33,2541.63,-4173.7,1219.06,-5496.27,0,1,2,2,1,0,1,21,6,0,2.6410960304881166,264.10960304881166,-6715.33,-6715.33,1,1
5,3,5379.92,2791.43,8171.35,4457.21,9837.13,0,3,0,0,1,2,0,26,2,0,1.926608724301057,192.6608724301057,5379.92,5379.919999999999,1,1
25,5,377.1,2393.11,2016.01,2053.89,2430.99,0,1,1,2,0,3,2,7,3,0,0.1575115596192322,15.75115596192322,-377.10000000000014,377.0999999999999,1,0
15,1,8001.54,12235.64,4234.099999999999,230.14,-7771.4,0,3,0,2,2,3,1,9,5,0,0.6539000902208449,65.3900090220845,-8001.54,-8001.54,1,1
1,2,7899.96,16908.12,9008.16,9554.81,17454.77,0,0,2,0,0,2,7,26,5,0,0.4672011316969777,46.720113169697775,-7899.959999999999,7899.960000000001,1,0
8,5,6257.53,12448.56,6191.03,4863.72,11121.25,0,2,1,1,2,1,12,20,4,1,0.5026306150578815,50.26306150578815,-6257.53,6257.53,1,1
23,2,2231.9,4319.9,2087.9999999999995,3359.31,5591.21,0,3,0,2,0,1,2,7,4,0,0.5165359068712537,51.65359068712537,-2231.9,2231.9,1,0
6,1,8641.77,5391.54,-3250.2300000000005,2847.2,-5794.570000000001,0,2,2,1,2,1,14,22,1,1,1.6025416594035464,160.25416594035465,-8641.77,-8641.77,1,1
7,4,9201.78,1181.29,-8020.490000000001,14012.39,23214.17,0,3,0,2,2,3,18,2,4,0,7.783014319667764,778.3014319667764,-9201.78,9201.78,1,1
24,1,100.79,8696.6,8595.81,12273.73,12172.94,0,2,2,2,1,4,15,10,2,1,0.0115882542310522,1.1588254231052244,-100.79000000000087,-100.78999999999904,1,1
3,5,850.69,13010.86,12160.17,10709.61,11560.3,0,0,1,2,0,3,0,30,3,0,0.0653780474121301,6.537804741213018,-850.6900000000005,850.6899999999987,1,0
29,3,4085.71,10517.23,14602.94,7187.07,11272.78,0,3,0,0,2,3,6,5,4,0,0.3884408308241976,38.844083082419765,4085.710000000001,4085.710000000001,1,1
24,4,666.09,7955.24,7289.15,19670.88,20336.97,0,0,1,1,0,3,18,22,1,0,0.0837191939911315,8.37191939911315,-666.0900000000001,666.0900000000001,1,0
19,5,3444.9,4267.21,822.31,8942.36,12387.26,0,0,2,2,3,0,21,19,4,0,0.8071064919486155,80.71064919486155,-3444.9,3444.9,1,1
24,2,3026.25,4555.05,1528.8000000000002,7880.54,10906.79,0,0,1,1,1,1,7,5,1,0,0.6642266875912248,66.42266875912249,-3026.25,3026.250000000001,1,1
27,1,8657.1,9496.85,839.75,8928.39,271.28999999999905,0,2,0,2,1,1,4,25,3,0,0.9114799665187384,91.14799665187384,-8657.1,-8657.1,1,1
10,3,6792.63,6643.47,13436.1,5719.39,12512.02,0,3,1,0,0,4,2,9,2,0,1.022298241996728,102.22982419967282,6792.63,6792.63,1,0
3,5,4761.5,7606.46,2844.96,12816.86,17578.36,0,3,0,2,2,2,22,22,5,0,0.6258987888204472,62.58987888204472,-4761.5,4761.5,1,1
14,1,1465.56,10133.26,8667.7,14534.24,13068.68,0,1,2,0,2,2,0,29,1,0,0.144614406971994,14.461440697199398,-1465.5599999999995,-1465.5599999999995,1,1
16,5,4829.42,10953.81,6124.389999999999,9212.42,14041.84,0,2,0,1,1,2,3,18,7,0,0.4408492707769464,44.08492707769464,-4829.42,4829.42,1,1
13,3,1026.98,13820.09,14847.07,15615.28,16642.260000000002,0,0,2,2,2,3,5,26,6,0,0.0743052827237215,7.43052827237215,1026.9799999999996,1026.9800000000014,1,1
30,5,4463.62,5540.53,1076.91,17304.8,21768.42,0,2,2,1,0,1,17,27,1,1,0.8054851277535265,80.54851277535265,-4463.62,4463.619999999999,1,0
28,2,3903.01,3792.42,-110.59000000000016,13568.31,17471.32,0,1,0,0,1,3,12,12,6,1,1.0288894981309742,102.8889498130974,-3903.01,3903.01,1,1
16,5,4485.36,17517.77,13032.41,2355.18,6840.539999999999,0,3,1,0,0,0,14,6,1,1,0.2560316734565269,25.60316734565269,-4485.360000000001,4485.359999999999,1,0
